SongID,spotify_track_explicit,spotify_track_duration_ms,spotify_track_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,hit,fullpct,subpct,p1,r1,w,off
Sunshine SupermanDonovan,No Explicit Content,195000,60,0.629,0.677,C#/Db,-7.239,major,0.0299,0.122,9.72E-6,0.0962,0.627,132.783,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
SunshineThe Archies,No Explicit Content,193266,17,0.725,0.896,C,-2.364,major,0.0509,0.552,0,0.117,0.961,116.379,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
SuperflyCurtis Mayfield,No Explicit Content,233600,55,0.784,0.708,D,-9.141,major,0.11,0.457,0.000075,0.0913,0.749,120.109,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
SuperheroesThe Script,No Explicit Content,245466,76,0.491,0.885,Eb,-4.121,major,0.0395,0.00219,0,0.0741,0.641,166.992,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
SuperstitionStevie Wonder,No Explicit Content,245493,77,0.633,0.634,G#/Ab,-12.115,major,0.0725,0.038,0.0064,0.0385,0.872,100.499,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
SuppliesJustin Timberlake,No Explicit Content,225600,57,0.793,0.554,B,-6.624,minor,0.0451,0.00695,0,0.127,0.225,119.993,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Surf CityJan & Dean,No Explicit Content,147266,51,0.534,0.807,G#/Ab,-12.871,major,0.0349,0.497,0.00005,0.232,0.964,147.843,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Susie Darlin'Tommy Roe,No Explicit Content,139040,12,0.316,0.358,Bb,-11.406,major,0.0478,0.832,0,0.234,0.59,209.482,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Suspicious MindsElvis Presley,No Explicit Content,261279,73,0.487,0.382,G,-10.889,major,0.0309,0.0422,4.74E-6,0.411,0.714,116.557,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
SussudioPhil Collins,No Explicit Content,263106,67,0.714,0.935,F,-5.195,major,0.0849,0.0529,0.0934,0.0515,0.725,121.232,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
SwayBobby Rydell,No Explicit Content,140333,40,0.655,0.8,E,-5.254,minor,0.0376,0.599,0,0.584,0.934,122.888,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
SwearSheena Easton,No Explicit Content,223373,13,0.646,0.801,G#/Ab,-8.057,minor,0.0368,0.00149,0.000838,0.283,0.806,140.628,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Sweet Child O' MineGuns N' Roses,No Explicit Content,356066,74,0.446,0.952,F#,-5.321,major,0.0523,0.0901,0.0857,0.112,0.624,125.303,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Sweet Dreams (Are Made Of This)Eurythmics,No Explicit Content,216933,82,0.692,0.711,C,-7.498,minor,0.0317,0.227,0,0.12,0.875,125.135,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Sweet LadyTyrese,No Explicit Content,290600,61,0.588,0.522,A,-6.254,minor,0.0383,0.233,0,0.24,0.584,66.024,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Swing The MoodJive Bunny & The Mastermixers,No Explicit Content,259573,50,0.865,0.512,G#/Ab,-13.376,major,0.0521,0.049,0.0173,0.201,0.879,92.512,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Swish SwishKaty Perry Featuring Nicki Minaj,Explicit Content,242520,73,0.839,0.705,F,-5.194,minor,0.0445,0.0184,0.0000177,0.102,0.575,119.954,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
TSOP (The Sound Of Philadelphia)MFSB Featuring The Three Degrees,No Explicit Content,212106,28,0.723,0.853,C,-8.296,major,0.0295,0.0739,0.226,0.0979,0.965,114.268,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take A BowMadonna,No Explicit Content,320466,54,0.549,0.408,G#/Ab,-7.698,major,0.024,0.341,0,0.0764,0.319,80.133,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take A BowRihanna,No Explicit Content,229413,79,0.697,0.467,A,-7.536,major,0.0715,0.248,0,0.0941,0.572,82.081,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take A Message To MaryThe Everly Brothers,No Explicit Content,150066,21,0.745,0.174,E,-18.106,major,0.0525,0.255,0,0.141,0.305,118.292,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Take Back Home GirlChris Lane Featuring Tori Kelly,No Explicit Content,212106,70,0.493,0.796,B,-3.971,major,0.0691,0.39,0,0.0957,0.644,159.988,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Take Good Care Of My BabyBobby Vee,No Explicit Content,150866,61,0.491,0.431,C#/Db,-12.257,major,0.0609,0.698,0,0.124,0.661,82.443,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take It Slow (Out In The Country)Lighthouse,No Explicit Content,191986,9,0.717,0.498,D,-9.672,major,0.0495,0.361,0,0.0798,0.891,99.822,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Take It To HeartMichael McDonald,No Explicit Content,357960,33,0.686,0.58,G,-10.503,major,0.0287,0.22,0.0000739,0.0536,0.6,92.111,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Take Me Bak 'OmeSlade,No Explicit Content,195973,33,0.373,0.898,A,-4.425,major,0.0959,0.0189,3.37E-6,0.067,0.663,130.026,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Take Me In Your ArmsLil Suzy,No Explicit Content,232933,45,0.774,0.754,G,-5.147,major,0.0488,0.272,0.0000905,0.115,0.838,125.973,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"Take My Breath Away (Love Theme From ""Top Gun"")Berlin",No Explicit Content,255733,72,0.497,0.719,F#,-9.397,major,0.0266,0.0613,0,0.411,0.547,95.769,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take On Mea-ha,No Explicit Content,225280,84,0.573,0.902,F#,-7.638,minor,0.054,0.018,0.00125,0.0928,0.876,84.412,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Take Time To Know HerPercy Sledge,No Explicit Content,185106,38,0.321,0.337,D,-12.825,major,0.0427,0.698,0.00116,0.0721,0.371,155.279,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Taos New MexicoR. Dean Taylor,No Explicit Content,190346,12,0.591,0.903,A,-3.765,major,0.0324,0.46,0.00115,0.298,0.961,73.598,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Teen AngelMark Dinning,No Explicit Content,159893,29,0.57,0.0636,C,-18.548,major,0.0459,0.936,0,0.122,0.282,101.517,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Teen Beat '65Sandy Nelson,No Explicit Content,159426,12,0.439,0.961,C#/Db,-9.381,minor,0.0559,0.00612,0.882,0.352,0.722,102.43,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Teenage DreamKaty Perry,No Explicit Content,227760,71,0.719,0.804,Bb,-4.581,major,0.0355,0.0132,3.02E-6,0.139,0.605,119.999,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Teenage Love AffairAlicia Keys,No Explicit Content,190200,53,0.636,0.826,B,-4.668,major,0.162,0.632,0,0.197,0.679,87.665,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Tell Her About ItBilly Joel,No Explicit Content,229200,55,0.565,0.894,G#/Ab,-5.241,major,0.175,0.00777,0,0.49,0.737,182.262,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Tell Her NoJuice Newton,No Explicit Content,216573,13,0.719,0.475,Bb,-11.301,minor,0.0651,0.252,0.000188,0.0771,0.834,142.088,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Tell Me (You're Coming Back)The Rolling Stones,No Explicit Content,236756,0,0.673,0.78,B,-4.702,major,0.0363,0.00588,0.42,0.153,0.323,122.04,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
TelstarThe Tornadoes,No Explicit Content,198960,8,0.289,0.728,F#,-6.495,minor,0.0385,0.000368,0.929,0.381,0.539,143.988,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
TemperatureSean Paul,No Explicit Content,218573,76,0.951,0.6,C,-4.675,minor,0.0685,0.106,0,0.0712,0.822,125.04,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Ten CommandmentsPrince Buster,No Explicit Content,208893,32,0.731,0.538,G#/Ab,-11.013,major,0.0538,0.0704,0.648,0.081,0.908,123.789,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Ten PercentDouble Exposure,No Explicit Content,427933,44,0.533,0.908,C,-8.688,major,0.13,0.0324,0.0000213,0.0732,0.559,121.541,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
TendernessGeneral Public,No Explicit Content,218160,51,0.564,0.861,C,-11.166,major,0.0382,0.333,0.186,0.317,0.835,89.912,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Test Of TimeThe Romantics,No Explicit Content,202773,16,0.736,0.644,F#,-10.635,minor,0.0344,0.0399,0.0000241,0.0544,0.956,121.424,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
Thank God I Found YouMariah Carey Featuring Joe & 98 Degrees,No Explicit Content,257360,63,0.472,0.532,Bb,-5.882,major,0.0319,0.586,0,0.106,0.152,129.777,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
Thank God I'm A Country BoyJohn Denver,No Explicit Content,193093,65,0.762,0.537,A,-9.58,major,0.0478,0.785,0.000669,0.0551,0.958,105.603,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
That's How Love GoesJermaine Jackson,No Explicit Content,208266,13,0.559,0.791,F,-11.637,minor,0.0781,0.154,0,0.121,0.946,172.58,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
That's My Little SuzieRitchie Valens,No Explicit Content,112933,29,0.648,0.533,G,-7.274,major,0.0385,0.719,0.0000555,0.138,0.957,152.219,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
That's The Way (I Like It)KC And The Sunshine Band,No Explicit Content,185106,60,0.68,0.877,F,-10.241,minor,0.0353,0.191,0.000656,0.349,0.922,108.674,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
That's The Way Love GoesJanet Jackson,No Explicit Content,265106,66,0.703,0.7,F,-6.789,major,0.0693,0.302,0.471,0.0718,0.582,97.675,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
That's The Way Love IsBobby Bland,No Explicit Content,157440,18,0.637,0.515,B,-6.627,major,0.0721,0.508,0,0.0541,0.497,113.641,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
That's What Friends Are ForDionne & Friends,No Explicit Content,256466,58,0.673,0.286,G#/Ab,-14.643,major,0.0313,0.294,0,0.086,0.199,120.117,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
That's What I LikeBruno Mars,No Explicit Content,206693,83,0.853,0.56,C#/Db,-4.961,major,0.0406,0.013,0,0.0944,0.86,134.066,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
That's What Love Is ForAmy Grant,No Explicit Content,257293,49,0.544,0.699,A,-4.148,major,0.0341,0.258,0,0.144,0.293,141.844,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Battle Of New OrleansJohnny Horton,No Explicit Content,151626,55,0.703,0.776,A,-10.983,major,0.139,0.764,0,0.0988,0.921,177.283,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Birth Of The BeatSandy Nelson,No Explicit Content,188573,10,0.451,0.538,F#,-14.752,minor,0.051,0.248,0.697,0.221,0.127,120.899,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The BonesMaren Morris,No Explicit Content,197293,80,0.612,0.57,B,-6.642,minor,0.0347,0.279,0,0.0963,0.335,77.004,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The BoxRoddy Ricch,Explicit Content,196652,93,0.896,0.586,Bb,-6.687,minor,0.0559,0.104,0,0.79,0.642,116.971,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The BoxerSimon & Garfunkel,No Explicit Content,308520,72,0.439,0.488,B,-14.464,major,0.0615,0.702,0.000339,0.16,0.629,93.017,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Boy Is MineBrandy & Monica,No Explicit Content,294786,67,0.704,0.707,C#/Db,-6.537,minor,0.0391,0.539,0.00106,0.318,0.761,93.145,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Boys of FallKenny Chesney,No Explicit Content,391853,55,0.503,0.648,G,-6.243,major,0.027,0.227,0.00124,0.378,0.39,147.942,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"The Candy ManSammy Davis, Jr. with The Mike Curb Congregation",No Explicit Content,188226,45,0.634,0.56,C,-10.883,major,0.037,0.681,0,0.367,0.88,131.641,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Chipmunk SongThe Chipmunks With David Seville,No Explicit Content,141466,67,0.613,0.37,Eb,-11.548,major,0.0344,0.707,2.98E-6,0.23,0.777,152.548,3,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Devil Came Up To MichiganK.M.C. KRU,No Explicit Content,226933,12,0.86,0.636,D,-15.511,major,0.145,0.172,0.000049,0.368,0.842,128.012,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The FighterGym Class Heroes Featuring Ryan Tedder,No Explicit Content,228533,61,0.592,0.926,G,-3.469,major,0.126,0.0775,0,0.187,0.432,99.018,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The First NightMonica,No Explicit Content,235573,47,0.671,0.766,C#/Db,-9.218,minor,0.0634,0.139,0,0.26,0.906,152.088,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The First Time Ever I Saw Your FaceRoberta Flack,No Explicit Content,260666,64,0.311,0.0264,C,-21.644,major,0.037,0.731,0.00205,0.156,0.139,120.653,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The First TimeSurface,No Explicit Content,256000,35,0.637,0.354,Bb,-11.964,major,0.0283,0.215,0.000704,0.0961,0.111,126.435,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The FlameCheap Trick,No Explicit Content,338800,63,0.629,0.581,E,-11.856,major,0.027,0.513,2.06E-6,0.0755,0.359,97.074,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Greatest Romance Ever SoldPrince,No Explicit Content,333226,31,0.844,0.449,C,-6.873,minor,0.0409,0.372,9.54E-6,0.0883,0.574,90.025,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Green Leaves Of SummerThe Brothers Four,No Explicit Content,169400,44,0.463,0.238,Eb,-15.733,minor,0.0269,0.797,0,0.157,0.369,104.606,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The HappeningThe Supremes,No Explicit Content,169866,49,0.344,0.745,G#/Ab,-6.901,major,0.0333,0.197,0,0.628,0.832,172.124,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"The Happy OrganDave ""Baby"" Cortez",No Explicit Content,125200,32,0.636,0.888,C#/Db,-6.811,major,0.0314,0.544,0.141,0.0763,0.97,91.19,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The HillsThe Weeknd,Explicit Content,242253,84,0.58,0.565,C,-7.065,minor,0.0488,0.0671,0,0.135,0.138,112.986,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The HoneythiefHipsway,No Explicit Content,190973,39,0.795,0.607,B,-12.258,major,0.0349,0.226,2.92E-6,0.0724,0.92,111.167,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The ItchVitamin C,No Explicit Content,208733,20,0.694,0.947,B,-3.91,minor,0.0546,0.00621,0.0395,0.133,0.518,105.019,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The JokerThe Steve Miller Band,No Explicit Content,234013,0,0.706,0.441,F,-11.453,major,0.0312,0.0257,0.671,0.0724,0.979,162.095,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Last SongElton John,No Explicit Content,213133,36,0.311,0.289,C#/Db,-12.702,major,0.0328,0.351,0,0.0943,0.103,117.57,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Lazy SongBruno Mars,No Explicit Content,190213,71,0.738,0.804,B,-3.851,major,0.0621,0.332,0,0.279,0.949,174.943,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The LetterThe Box Tops,No Explicit Content,112800,64,0.638,0.428,A,-12.156,minor,0.0687,0.252,0,0.132,0.901,139.434,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Lion Sleeps TonightThe Tokens,No Explicit Content,162093,66,0.321,0.474,F,-9.383,major,0.0348,0.743,0,0.204,0.804,121.199,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Living YearsMike + The Mechanics,No Explicit Content,324266,36,0.522,0.457,G#/Ab,-10.415,major,0.0311,0.649,0,0.0903,0.277,97.866,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Loco-MotionLittle Eva,No Explicit Content,139120,59,0.629,0.782,Eb,-9.595,major,0.0574,0.709,0.0215,0.304,0.736,128.973,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"The LondonYoung Thug, J. Cole & Travis Scott",Explicit Content,200106,83,0.796,0.586,E,-6.946,minor,0.147,0.0247,0,0.132,0.179,97.981,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The LookRoxette,No Explicit Content,237320,74,0.634,0.838,D,-5.363,major,0.0413,0.0531,8.34E-6,0.0522,0.541,95.011,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Man Who Can't Be MovedThe Script,No Explicit Content,241466,65,0.609,0.629,Bb,-5.024,major,0.0264,0.425,0,0.0978,0.325,99.955,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
"The MiddleZedd, Maren Morris & Grey",No Explicit Content,184732,85,0.753,0.657,G,-3.061,major,0.0449,0.171,0,0.112,0.437,107.01,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The MonsterEminem Featuring Rihanna,Explicit Content,250188,76,0.781,0.853,C#/Db,-3.68,minor,0.0715,0.0525,0,0.12,0.624,110.049,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Morning AfterMaureen McGovern,No Explicit Content,141720,38,0.408,0.511,F#,-7.225,major,0.0263,0.475,0,0.625,0.354,80.176,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Most Beautiful GirlCharlie Rich,No Explicit Content,161906,53,0.566,0.409,G,-10.379,major,0.0265,0.702,3.36E-6,0.101,0.458,103.233,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Next Time I FallPeter Cetera With Amy Grant,No Explicit Content,225973,58,0.656,0.347,A,-13.398,major,0.028,0.488,0.00221,0.0645,0.368,118.288,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Night Chicago DiedPaper Lace,No Explicit Content,203333,51,0.767,0.45,C,-12.352,major,0.0824,0.347,0,0.113,0.809,106.847,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Night The Lights Went Out In GeorgiaVicki Lawrence,No Explicit Content,220520,40,0.457,0.406,F,-13.51,minor,0.168,0.852,0,0.138,0.613,173.012,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Old Man Down The RoadJohn Fogerty,No Explicit Content,214093,57,0.768,0.809,A,-5.816,major,0.0289,0.0271,0.000633,0.0584,0.737,133.838,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The One That You LoveAir Supply,No Explicit Content,259000,59,0.396,0.479,F,-8.072,major,0.0268,0.728,9.51E-6,0.102,0.184,109.973,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Power Of LoveCeline Dion,No Explicit Content,342400,69,0.546,0.519,G#/Ab,-9.072,major,0.0291,0.36,0.00046,0.24,0.247,140.054,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Power Of LoveHuey Lewis & The News,No Explicit Content,234333,74,0.768,0.829,F,-5.109,major,0.0313,0.0964,0.0000292,0.097,0.962,118.773,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The PretenderJackson Browne,No Explicit Content,351000,57,0.62,0.529,G,-7.976,major,0.0306,0.158,0,0.228,0.63,103.18,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Promise Of A New DayPaula Abdul,No Explicit Content,272893,37,0.754,0.82,C#/Db,-8.622,major,0.062,0.0911,1.62E-6,0.0805,0.896,119.835,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Quittin' KindJoe Diffie,No Explicit Content,207466,11,0.595,0.904,G,-4.803,major,0.0355,0.03,0.0000443,0.397,0.6,102.002,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The ReflexDuran Duran,No Explicit Content,267426,56,0.554,0.888,C,-6.664,major,0.087,0.107,0,0.291,0.82,126.701,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Right StuffVanessa Williams,No Explicit Content,267760,33,0.81,0.761,B,-7.582,minor,0.0529,0.0707,0.0125,0.0426,0.587,112.593,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Shag (Is Totally Cool)Billy Graves,No Explicit Content,135866,1,0.637,0.676,G,-6.391,major,0.0436,0.731,8.9E-6,0.297,0.949,142.871,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The SignAce Of Base,No Explicit Content,191240,69,0.808,0.786,E,-6.897,minor,0.0447,0.00928,0.0701,0.0574,0.899,96.987,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Son Of Hickory Holler's TrampO.C. Smith,No Explicit Content,233173,17,0.657,0.562,F,-11.226,major,0.0609,0.63,6.85E-6,0.0748,0.887,145.326,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Song Remembers WhenTrisha Yearwood,No Explicit Content,234333,55,0.36,0.309,F,-8.784,major,0.0334,0.851,0.0000274,0.107,0.243,79.72,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Sound Of SilenceSimon & Garfunkel,No Explicit Content,185413,76,0.525,0.216,F#,-13.551,major,0.0301,0.837,0,0.107,0.328,106.761,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The StreakRay Stevens,No Explicit Content,197733,43,0.698,0.526,C,-14.338,major,0.298,0.637,0,0.919,0.763,119.827,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Sun Ain't Gonna Shine (Anymore)The Walker Bros.,No Explicit Content,183617,0,0.273,0.512,D,-6.546,major,0.0325,0.105,0.121,0.158,0.269,112.476,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Tears Of A ClownSmokey Robinson & The Miracles,No Explicit Content,181800,60,0.593,0.607,C#/Db,-9.886,major,0.0283,0.147,0,0.128,0.953,128.365,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
"The Theme From ""A Summer Place""Percy Faith And His Orchestra",No Explicit Content,144893,56,0.466,0.389,F,-12.825,major,0.0253,0.631,0.843,0.295,0.749,92.631,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Three BellsThe Browns,No Explicit Content,169573,38,0.47,0.159,G,-14.795,major,0.0403,0.893,0,0.124,0.418,106.488,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Tide Is HighBlondie,No Explicit Content,233893,53,0.778,0.667,B,-7.273,major,0.0258,0.0514,0.0312,0.164,0.964,96.954,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The TwistChubby Checker,No Explicit Content,153760,58,0.533,0.638,E,-7.13,major,0.0341,0.202,0,0.0729,0.937,156.663,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Waltz You Saved For MeFerlin Husky,No Explicit Content,182752,4,0.432,0.0972,G,-16.311,major,0.0313,0.917,0.000317,0.0926,0.219,69.829,3,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
The Way It IsBruce Hornsby & The Range,No Explicit Content,297853,67,0.582,0.689,G,-12.203,major,0.0277,0.607,0.0571,0.145,0.531,111.166,4,1,4.1231865615,50.180691791,0.0412318656,0.5018069179,0.0821667939,3.1536655756
The Way It IsTesla,No Explicit Content,308866,38,0.289,0.825,G,-7.206,major,0.0402,0.0221,0.0000998,0.181,0.542,92.069,4,0,4.1231865615,50.180691791,0.0412318656,0.5018069179,1.9244910635,3.1536655756
